"filename", "language", "TypeScript", "HTML", "JSON", "JavaScript JSX", "CSS", "XML", "JavaScript", "JSON with Comments", "Markdown", "comment", "blank", "total"
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/.eslintrc.cjs", "JavaScript", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 1, 22
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 4, 9
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/index.html", "HTML", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/package-lock.json", "JSON", 0, 0, 5222, 0, 0, 0, 0, 0, 0, 0, 1, 5223
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/package.json", "JSON", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/public/images/vite.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/App.css", "CSS", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 6, 43
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/App.jsx", "JavaScript JSX", 0, 0, 0, 63, 0, 0, 0, 0, 0, 15, 18, 96
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/Departments/department.svg", "XML", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/Designations/designation.svg", "XML", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/calendar.svg", "XML", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/camera.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/chevron-down.svg", "XML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/eye-off.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/eye.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/file.svg", "XML", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/loader.svg", "XML", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/lock.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/plus-white.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/plus.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/dashboard-unselected.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/dashboard.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/departments-unselected.svg", "XML", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/departments.svg", "XML", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/designations-unselected.svg", "XML", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/designations.svg", "XML", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/employees-unselected.svg", "XML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/employees.svg", "XML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/logout.svg", "XML", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/user.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/react.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/ActivityIndicator.jsx", "JavaScript JSX", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
